task_id,graph_family,cost,score,valid_train,valid_arcgen_sample,model_sha256,compressed_size,uncompressed_size
379,compact artifact selection,70500,13.836632011200,True,True,7ac81b9e395c4bb98476be9c9a625b64edf896f25b14d6fc425a18ebd7dad658,2199,10364
380,compact artifact selection,728,18.409698951803,True,True,5738b9a32c4e060390dd4e9616533654a3951ef69af2721854b0ba55a010d39c,258,396
381,compact artifact selection,3496,16.840625263225,True,True,202861123c9de4d8a779de170d7b0145eaca16c1504566119a9dc972f4811e6b,936,2624
382,optimizer and simplifier passes,56492,14.058145685811,True,True,e18f4926f423a1b81a94efa4d8db96d95c0b6f7c5563ae5d19eb1cf06f6cbd44,1992,7346
383,compact artifact selection,38486,14.441950182219,True,True,0717ef82dbb19b9dbe7132edcea862af88550bea4ce8327270676fd1ffdafa1b,4751,12532
384,compact artifact selection,3370,16.877331976654,True,True,d177a765c812484f8f5ed5486db390edaf0803f4a3706bb978594820b7accde3,755,1800
385,compact artifact selection,30,21.598802618338,True,True,629a5673b6a8e745a4c5b1b5afcf3c5e7214f2fd7c54d7f5da27eb3e788ea5d1,138,175
386,compact artifact selection,863,18.239585308917,True,True,8633325d394a35cbf84f38deea978fe368da0d6633918999efd4905365a891c1,486,1175
387,optimizer and simplifier passes,34435,14.553171232021,True,True,79cd453a3382d3dcd15d8a5ade945f085db86d65b408cc4aae38aab4cbd62f7a,1189,3910
388,compact artifact selection,6468,16.225377779303,True,True,8afccfc448cdf82a4975b45c7b556477083e29728ac00da51d92d2da1aefe4cc,1485,6536
389,compact artifact selection,1510,17.680135070191,True,True,ae4cbbe4099f9b97b219e4a52a3f5233b86b9594f583504856af6b3afb7c6913,1338,6222
390,typed tail and graph surgery,20054,15.093816085916,True,True,b50e15ec24eb258cb4d020aec11f8cc2af51e94b66124221646c408e7c963dea,1226,3300
391,typed tail and graph surgery,8365,15.968188386579,True,True,95cc60e6fb5cf16d9b07414595bf2e4a02ce391fa22371d3a1e037dcc9036125,803,2140
392,typed tail and graph surgery,13594,15.482616202093,True,True,3d5b82aac40f0eab01b1a05df61e82630d594abe83b069afceaf8315e0f9f054,2141,5068
393,compact artifact selection,456,18.877507190486,True,True,8c0ce8a210040c9d912e88d88f489b31f6a264d20b86233053f00ab44f86ee2f,590,1469
394,compact artifact selection,4753,16.533468723386,True,True,6f9e76b487f97c594199199e75fc55402957e97ede7b3c08c5059ae6412a4a45,1223,3787
395,compact artifact selection,656,18.513839211056,True,True,c871f4e4b4980b4132d918c84c6b0bab82dade8fe0629fbe40528aa3868c2946,483,1175
396,optimizer and simplifier passes,29056,14.723019718599,True,True,d4077f4e9d4b89e7e27c613272a768f66379b7bfbf6d812ac65d68f96cb242b0,3230,8778
397,compact artifact selection,19828,15.105149640860,True,True,608e92627dd75fb43c55975c585752f75c2d23089bf5bac2253b4aa8627ab13f,1649,6674
398,compact artifact selection,33894,14.569006713447,True,True,a8d5396e30e67e794d56ac898af3bdf9232acf207e9d6ee701f1d46fe50e685f,1126,8089
399,compact artifact selection,1184,17.923346184556,True,True,dcfc4de6cb07505e90ea36a4b9934e04f72b2f03f7cd7947ea0bad171d0127a1,511,1744
400,typed tail and graph surgery,31578,14.639784045418,True,True,05dbc9d9984901f6908e792b3136afbdd3d80c23ed451732a29d0bee2e974e99,835,2285
