task_id,cost,local_points,initializer_count,initializer_params,unused_count,unused_params,duplicate_groups,duplicate_wasted_params,uniform_safe_count,uniform_safe_saveable_params,total_seddik_style_saveable,primary_category,transformations,cost_gap_to_600,cost_gap_to_250
294,910,18.186555400489105,2,910,0,0,0,0,0,0,0,Pattern_Recognition,Object Detection | Color Mapping | Filling Regions,0.41651494429474667,1.2919836816486487
331,910,18.186555400489105,2,910,0,0,0,0,0,0,0,Object_Based,Translation | Object Detection | Color Mapping,0.41651494429474667,1.2919836816486487
15,900,18.197605236675688,1,900,0,0,0,0,0,0,0,Object_Based,Object Detection | Gravity | Color Mapping | Filling Regions,0.4054651081081637,1.2809338454620658
127,900,18.197605236675688,1,900,0,0,0,0,0,0,0,Color_and_Logical,Object Detection | Sorting | Color Mapping | Filling Regions,0.4054651081081637,1.2809338454620658
220,900,18.197605236675688,1,900,0,0,0,0,0,0,0,Pattern_Recognition,Translation | Object Detection | Color Mapping | Filling Regions,0.4054651081081637,1.2809338454620658
230,900,18.197605236675688,1,900,0,0,0,0,0,0,0,Pattern_Recognition,Translation | Object Detection | Color Mapping | Intersection Finding,0.4054651081081637,1.2809338454620658
282,900,18.197605236675688,1,900,0,0,0,0,0,0,0,Pattern_Recognition,Object Detection | Color Mapping | Filling Regions,0.4054651081081637,1.2809338454620658
317,900,18.197605236675688,1,900,0,0,0,0,0,0,0,Pattern_Recognition,Tiling | Object Detection | Color Mapping | Filling Regions,0.4054651081081637,1.2809338454620658
339,884,18.215542937362358,11,108,0,0,0,0,0,0,0,Pattern_Recognition,Cropping | Object Detection | Color Mapping | Filling Regions,0.3875274074214943,1.2629961447753963
322,867,18.23496102321946,0,0,0,0,0,0,0,0,0,Object_Based,Translation | Gravity,0.36810932156439335,1.2435780589182954
129,807,18.306676331730053,6,29,0,0,0,0,0,0,0,Object_Based,Outlier Detection | Color Mapping,0.2963940130537992,1.1718627504077013
111,797,18.319145321209785,8,25,0,0,0,0,0,0,0,Object_Based,Cropping | Object Detection,0.2839250235740671,1.1593937609279692
318,739,18.394702079051797,0,0,0,0,0,0,0,0,0,Object_Based,Object Detection | Sorting | Color Mapping,0.20836826573205514,1.0838370030859572
380,728,18.409698951803314,4,8,0,0,0,0,0,0,0,Spatial_and_Geometric,Rotation | Reflection | Symmetry Completion,0.19337139298053785,1.06884013033444
167,685,18.470581161737776,9,294,0,0,0,0,0,0,0,Object_Based,Rotation | Sorting | Color Mapping,0.1324891830460757,1.0079579203999778
236,643,18.53385527576238,0,0,0,0,0,0,0,0,0,Object_Based,Cropping | Object Detection | Sorting | Color Mapping,0.06921506902147101,0.9446838063753731
334,609,18.588181732290103,5,37,0,0,0,0,0,0,0,Pattern_Recognition,Cropping | Object Detection | Color Mapping | Filling Regions,0.014888612493749065,0.8903573498476511
373,524,18.738508315678956,1,4,0,0,0,0,0,0,0,Color_and_Logical,Color Swapping,0.0,0.7400307664587977
393,459,18.870949789939456,8,9,0,0,0,0,0,0,0,Object_Based,Object Detection | Sorting,0.0,0.6075892921982984
149,437,18.92006680490441,5,97,0,0,0,0,0,0,0,Object_Based,Cropping | Object Detection | Sorting | Color Mapping | Filling Regions,0.0,0.5584722772333457
87,368,19.09191706183107,4,8,0,0,0,0,0,0,0,Object_Based,Rotation | Sorting | Color Swapping,0.0,0.38662202030668524
140,368,19.09191706183107,4,8,0,0,0,0,0,0,0,Spatial_and_Geometric,Rotation,0.0,0.38662202030668524
186,364,19.10284613236326,5,46,0,0,0,0,0,0,0,Object_Based,Translation | Object Detection | Color Mapping,0.0,0.37569294977449275
135,360,19.113895968549844,0,0,0,0,0,0,0,0,0,Object_Based,Cropping | Object Detection,0.0,0.3646431135879098
67,315,19.247427361174367,4,33,0,0,0,0,0,0,0,Spatial_and_Geometric,Cropping,0.0,0.23111172096338706
16,10,22.697414907005953,1,10,0,0,0,0,0,0,0,Color_and_Logical,Color Mapping,0.0,0.0
53,30,21.598802618337846,1,30,0,0,0,0,0,0,0,Object_Based,Translation | Gravity,0.0,0.0
56,213,19.638707834290575,3,77,0,0,0,0,0,0,0,Pattern_Recognition,Object Detection | Color Mapping | Filling Regions,0.0,0.0
103,193,19.737309811095116,9,34,0,0,0,0,0,0,0,Color_and_Logical,Object Detection | Bitwise Logic,0.0,0.0
113,30,21.598802618337846,1,30,0,0,0,0,0,0,0,Spatial_and_Geometric,Reflection,0.0,0.0
116,30,21.598802618337846,1,30,0,0,0,0,0,0,0,Pattern_Recognition,Reflection | Symmetry Completion,0.0,0.0
164,30,21.598802618337846,1,30,0,0,0,0,0,0,0,Pattern_Recognition,Reflection | Symmetry Completion,0.0,0.0
172,30,21.598802618337846,1,30,0,0,0,0,0,0,0,Pattern_Recognition,Reflection | Symmetry Completion,0.0,0.0
179,0,25.0,0,0,0,0,0,0,0,0,0,Spatial_and_Geometric,Rotation,0.0,0.0
210,30,21.598802618337846,1,30,0,0,0,0,0,0,0,Pattern_Recognition,Reflection | Symmetry Completion,0.0,0.0
241,0,25.0,0,0,0,0,0,0,0,0,0,Object_Based,Translation | Sorting,0.0,0.0
258,160,19.924826184766175,2,160,0,0,0,0,0,0,0,Pattern_Recognition,Object Detection | Shape Matching | Color Mapping | Filling Regions,0.0,0.0
261,200,19.701682633451963,1,200,0,0,0,0,0,0,0,Object_Based,Translation | Gravity | Color Mapping,0.0,0.0
276,10,22.697414907005953,1,10,0,0,0,0,0,0,0,Color_and_Logical,Color Swapping,0.0,0.0
309,10,22.697414907005953,1,10,0,0,0,0,0,0,0,Color_and_Logical,Color Mapping,0.0,0.0
311,30,21.598802618337846,1,30,0,0,0,0,0,0,0,Pattern_Recognition,Tiling | Filling Regions,0.0,0.0
326,160,19.924826184766175,0,0,0,0,0,0,0,0,0,Spatial_and_Geometric,Cropping,0.0,0.0
337,10,22.697414907005953,1,10,0,0,0,0,0,0,0,Object_Based,Translation | Sorting | Color Swapping,0.0,0.0
385,30,21.598802618337846,1,30,0,0,0,0,0,0,0,Object_Based,Translation | Gravity,0.0,0.0
