task_id,shape,rank,rule,pass_count,fail_count
56,1x1,0,bbox_bottom_left_dr-1_dc1_anti_transpose,4,42
56,1x1,1,bbox_bottom_left_dr-1_dc1_fliplr,4,42
56,1x1,2,bbox_bottom_left_dr-1_dc1_flipud,4,42
56,1x1,3,bbox_bottom_left_dr-1_dc1_id,4,42
56,1x1,4,bbox_bottom_left_dr-1_dc1_rot180,4,42
56,1x1,5,bbox_bottom_left_dr-1_dc1_rot270,4,42
56,1x1,6,bbox_bottom_left_dr-1_dc1_rot90,4,42
56,1x1,7,bbox_bottom_left_dr-1_dc1_transpose,4,42
56,1x1,8,bbox_bottom_right_dr-1_dc-1_anti_transpose,4,42
56,1x1,9,bbox_bottom_right_dr-1_dc-1_fliplr,4,42
56,1x1,10,bbox_bottom_right_dr-1_dc-1_flipud,4,42
56,1x1,11,bbox_bottom_right_dr-1_dc-1_id,4,42
56,1x1,12,bbox_bottom_right_dr-1_dc-1_rot180,4,42
56,1x1,13,bbox_bottom_right_dr-1_dc-1_rot270,4,42
56,1x1,14,bbox_bottom_right_dr-1_dc-1_rot90,4,42
56,1x1,15,bbox_bottom_right_dr-1_dc-1_transpose,4,42
56,1x1,16,bbox_center_dr0_dc0_anti_transpose,4,42
56,1x1,17,bbox_center_dr0_dc0_fliplr,4,42
56,1x1,18,bbox_center_dr0_dc0_flipud,4,42
56,1x1,19,bbox_center_dr0_dc0_id,4,42
79,3x3,0,bbox_top_left_dr0_dc0_id,47,219
79,3x3,1,bbox_top_right_dr0_dc0_id,47,219
79,3x3,2,bbox_bottom_left_dr0_dc0_id,42,224
79,3x3,3,bbox_bottom_right_dr0_dc0_id,38,228
79,3x3,4,bbox_bottom_right_dr0_dc-1_id,19,247
79,3x3,5,bbox_bottom_right_dr-1_dc0_id,17,249
79,3x3,6,bbox_top_right_dr0_dc-1_id,15,251
79,3x3,7,bbox_top_left_dr0_dc1_id,13,253
79,3x3,8,bbox_top_left_dr1_dc0_id,13,253
79,3x3,9,bbox_bottom_left_dr-1_dc0_id,12,254
79,3x3,10,bbox_bottom_left_dr0_dc1_id,11,255
79,3x3,11,top_right_dr0_dc0_id,11,255
79,3x3,12,bbox_top_right_dr0_dc0_anti_transpose,10,256
79,3x3,13,bottom_left_dr0_dc0_id,10,256
79,3x3,14,bottom_right_dr-1_dc0_id,10,256
79,3x3,15,top_left_dr0_dc0_id,10,256
79,3x3,16,bbox_center_dr0_dc0_id,9,257
79,3x3,17,bbox_top_right_dr1_dc0_id,9,257
79,3x3,18,bottom_left_dr0_dc1_id,9,257
79,3x3,19,bottom_right_dr0_dc0_id,9,257
100,2x2,0,bbox_bottom_left_dr-1_dc-1_anti_transpose,0,266
100,2x2,1,bbox_bottom_left_dr-1_dc-1_fliplr,0,266
100,2x2,2,bbox_bottom_left_dr-1_dc-1_flipud,0,266
100,2x2,3,bbox_bottom_left_dr-1_dc-1_id,0,266
100,2x2,4,bbox_bottom_left_dr-1_dc-1_rot180,0,266
100,2x2,5,bbox_bottom_left_dr-1_dc-1_rot270,0,266
100,2x2,6,bbox_bottom_left_dr-1_dc-1_rot90,0,266
100,2x2,7,bbox_bottom_left_dr-1_dc-1_transpose,0,266
100,2x2,8,bbox_bottom_left_dr-1_dc0_anti_transpose,0,266
100,2x2,9,bbox_bottom_left_dr-1_dc0_fliplr,0,266
100,2x2,10,bbox_bottom_left_dr-1_dc0_flipud,0,266
100,2x2,11,bbox_bottom_left_dr-1_dc0_id,0,266
100,2x2,12,bbox_bottom_left_dr-1_dc0_rot180,0,266
100,2x2,13,bbox_bottom_left_dr-1_dc0_rot270,0,266
100,2x2,14,bbox_bottom_left_dr-1_dc0_rot90,0,266
100,2x2,15,bbox_bottom_left_dr-1_dc0_transpose,0,266
100,2x2,16,bbox_bottom_left_dr-1_dc1_anti_transpose,0,266
100,2x2,17,bbox_bottom_left_dr-1_dc1_fliplr,0,266
100,2x2,18,bbox_bottom_left_dr-1_dc1_flipud,0,266
100,2x2,19,bbox_bottom_left_dr-1_dc1_id,0,266
103,1x1,0,bbox_bottom_left_dr-1_dc-1_anti_transpose,0,223
103,1x1,1,bbox_bottom_left_dr-1_dc-1_fliplr,0,223
103,1x1,2,bbox_bottom_left_dr-1_dc-1_flipud,0,223
103,1x1,3,bbox_bottom_left_dr-1_dc-1_id,0,223
103,1x1,4,bbox_bottom_left_dr-1_dc-1_rot180,0,223
103,1x1,5,bbox_bottom_left_dr-1_dc-1_rot270,0,223
103,1x1,6,bbox_bottom_left_dr-1_dc-1_rot90,0,223
103,1x1,7,bbox_bottom_left_dr-1_dc-1_transpose,0,223
103,1x1,8,bbox_bottom_left_dr-1_dc0_anti_transpose,0,223
103,1x1,9,bbox_bottom_left_dr-1_dc0_fliplr,0,223
103,1x1,10,bbox_bottom_left_dr-1_dc0_flipud,0,223
103,1x1,11,bbox_bottom_left_dr-1_dc0_id,0,223
103,1x1,12,bbox_bottom_left_dr-1_dc0_rot180,0,223
103,1x1,13,bbox_bottom_left_dr-1_dc0_rot270,0,223
103,1x1,14,bbox_bottom_left_dr-1_dc0_rot90,0,223
103,1x1,15,bbox_bottom_left_dr-1_dc0_transpose,0,223
103,1x1,16,bbox_bottom_left_dr-1_dc1_anti_transpose,0,223
103,1x1,17,bbox_bottom_left_dr-1_dc1_fliplr,0,223
103,1x1,18,bbox_bottom_left_dr-1_dc1_flipud,0,223
103,1x1,19,bbox_bottom_left_dr-1_dc1_id,0,223
111,3x3,0,bbox_top_left_dr1_dc0_id,160,105
111,3x3,1,bbox_top_right_dr1_dc0_id,156,109
111,3x3,2,bbox_bottom_left_dr0_dc0_id,147,118
111,3x3,3,bbox_bottom_right_dr0_dc0_id,147,118
111,3x3,4,bbox_center_dr1_dc0_id,106,159
111,3x3,5,bbox_top_left_dr1_dc0_transpose,22,243
111,3x3,6,bbox_bottom_left_dr0_dc0_flipud,20,245
111,3x3,7,bbox_top_left_dr1_dc0_anti_transpose,19,246
111,3x3,8,bbox_bottom_left_dr0_dc0_anti_transpose,18,247
111,3x3,9,bbox_top_left_dr1_dc0_flipud,18,247
111,3x3,10,bbox_top_right_dr1_dc0_anti_transpose,18,247
111,3x3,11,bbox_top_right_dr1_dc0_transpose,18,247
111,3x3,12,bbox_bottom_right_dr0_dc0_flipud,16,249
111,3x3,13,bbox_top_right_dr1_dc0_flipud,16,249
111,3x3,14,bbox_bottom_left_dr0_dc0_transpose,15,250
111,3x3,15,bbox_bottom_right_dr0_dc0_transpose,15,250
111,3x3,16,bbox_bottom_right_dr0_dc0_anti_transpose,14,251
111,3x3,17,bbox_center_dr1_dc0_transpose,13,252
111,3x3,18,bbox_center_dr1_dc0_flipud,12,253
111,3x3,19,bbox_center_dr1_dc0_anti_transpose,11,254
121,3x3,0,bbox_bottom_left_dr-1_dc-1_anti_transpose,0,266
121,3x3,1,bbox_bottom_left_dr-1_dc-1_fliplr,0,266
121,3x3,2,bbox_bottom_left_dr-1_dc-1_flipud,0,266
121,3x3,3,bbox_bottom_left_dr-1_dc-1_id,0,266
121,3x3,4,bbox_bottom_left_dr-1_dc-1_rot180,0,266
121,3x3,5,bbox_bottom_left_dr-1_dc-1_rot270,0,266
121,3x3,6,bbox_bottom_left_dr-1_dc-1_rot90,0,266
121,3x3,7,bbox_bottom_left_dr-1_dc-1_transpose,0,266
121,3x3,8,bbox_bottom_left_dr-1_dc0_anti_transpose,0,266
121,3x3,9,bbox_bottom_left_dr-1_dc0_fliplr,0,266
121,3x3,10,bbox_bottom_left_dr-1_dc0_flipud,0,266
121,3x3,11,bbox_bottom_left_dr-1_dc0_id,0,266
121,3x3,12,bbox_bottom_left_dr-1_dc0_rot180,0,266
121,3x3,13,bbox_bottom_left_dr-1_dc0_rot270,0,266
121,3x3,14,bbox_bottom_left_dr-1_dc0_rot90,0,266
121,3x3,15,bbox_bottom_left_dr-1_dc0_transpose,0,266
121,3x3,16,bbox_bottom_left_dr-1_dc1_anti_transpose,0,266
121,3x3,17,bbox_bottom_left_dr-1_dc1_fliplr,0,266
121,3x3,18,bbox_bottom_left_dr-1_dc1_flipud,0,266
121,3x3,19,bbox_bottom_left_dr-1_dc1_id,0,266
130,3x3,0,center_dr-1_dc-1_id,2,263
130,3x3,1,center_dr-1_dc-1_transpose,2,263
130,3x3,2,center_dr-1_dc1_anti_transpose,2,263
130,3x3,3,center_dr-1_dc1_id,2,263
130,3x3,4,bbox_center_dr-1_dc-1_id,1,264
130,3x3,5,bbox_center_dr-1_dc-1_transpose,1,264
130,3x3,6,bbox_center_dr-1_dc0_id,1,264
130,3x3,7,bbox_center_dr-1_dc0_transpose,1,264
130,3x3,8,bbox_center_dr-1_dc1_anti_transpose,1,264
130,3x3,9,bbox_center_dr-1_dc1_id,1,264
130,3x3,10,bbox_center_dr0_dc1_anti_transpose,1,264
130,3x3,11,bbox_center_dr0_dc1_id,1,264
130,3x3,12,bbox_center_dr1_dc-1_anti_transpose,1,264
130,3x3,13,bbox_center_dr1_dc-1_id,1,264
130,3x3,14,center_dr1_dc-1_anti_transpose,1,264
130,3x3,15,center_dr1_dc-1_id,1,264
130,3x3,16,bbox_bottom_left_dr-1_dc-1_anti_transpose,0,265
130,3x3,17,bbox_bottom_left_dr-1_dc-1_fliplr,0,265
130,3x3,18,bbox_bottom_left_dr-1_dc-1_flipud,0,265
130,3x3,19,bbox_bottom_left_dr-1_dc-1_id,0,265
134,3x3,0,bbox_bottom_left_dr-1_dc-1_anti_transpose,0,266
134,3x3,1,bbox_bottom_left_dr-1_dc-1_fliplr,0,266
134,3x3,2,bbox_bottom_left_dr-1_dc-1_flipud,0,266
134,3x3,3,bbox_bottom_left_dr-1_dc-1_id,0,266
134,3x3,4,bbox_bottom_left_dr-1_dc-1_rot180,0,266
134,3x3,5,bbox_bottom_left_dr-1_dc-1_rot270,0,266
134,3x3,6,bbox_bottom_left_dr-1_dc-1_rot90,0,266
134,3x3,7,bbox_bottom_left_dr-1_dc-1_transpose,0,266
134,3x3,8,bbox_bottom_left_dr-1_dc0_anti_transpose,0,266
134,3x3,9,bbox_bottom_left_dr-1_dc0_fliplr,0,266
134,3x3,10,bbox_bottom_left_dr-1_dc0_flipud,0,266
134,3x3,11,bbox_bottom_left_dr-1_dc0_id,0,266
134,3x3,12,bbox_bottom_left_dr-1_dc0_rot180,0,266
134,3x3,13,bbox_bottom_left_dr-1_dc0_rot270,0,266
134,3x3,14,bbox_bottom_left_dr-1_dc0_rot90,0,266
134,3x3,15,bbox_bottom_left_dr-1_dc0_transpose,0,266
134,3x3,16,bbox_bottom_left_dr-1_dc1_anti_transpose,0,266
134,3x3,17,bbox_bottom_left_dr-1_dc1_fliplr,0,266
134,3x3,18,bbox_bottom_left_dr-1_dc1_flipud,0,266
134,3x3,19,bbox_bottom_left_dr-1_dc1_id,0,266
135,3x3,0,top_right_dr0_dc0_id,266,0
135,3x3,1,bbox_top_right_dr0_dc0_id,264,2
135,3x3,2,top_right_dr0_dc0_fliplr,8,258
135,3x3,3,bbox_top_right_dr0_dc0_fliplr,7,259
135,3x3,4,bbox_top_right_dr0_dc0_transpose,6,260
135,3x3,5,top_right_dr0_dc0_transpose,6,260
135,3x3,6,bbox_top_right_dr0_dc0_anti_transpose,5,261
135,3x3,7,top_right_dr0_dc0_anti_transpose,5,261
135,3x3,8,bbox_top_right_dr0_dc0_flipud,3,263
135,3x3,9,top_right_dr0_dc0_flipud,3,263
135,3x3,10,bbox_top_right_dr0_dc0_rot180,2,264
135,3x3,11,bbox_top_right_dr0_dc1_id,2,264
135,3x3,12,top_right_dr0_dc0_rot180,2,264
135,3x3,13,bbox_top_right_dr-1_dc-1_rot180,1,265
135,3x3,14,bbox_top_right_dr-1_dc1_transpose,1,265
135,3x3,15,bbox_top_right_dr0_dc1_fliplr,1,265
135,3x3,16,top_right_dr-1_dc-1_rot180,1,265
135,3x3,17,top_right_dr-1_dc1_transpose,1,265
135,3x3,18,bbox_bottom_left_dr-1_dc-1_anti_transpose,0,266
135,3x3,19,bbox_bottom_left_dr-1_dc-1_fliplr,0,266
146,3x3,0,bbox_top_left_dr0_dc0_id,96,171
146,3x3,1,bbox_top_right_dr0_dc0_id,96,171
146,3x3,2,top_left_dr0_dc0_id,96,171
146,3x3,3,top_right_dr0_dc0_id,96,171
146,3x3,4,bbox_bottom_left_dr0_dc0_id,89,178
146,3x3,5,bbox_bottom_right_dr0_dc0_id,89,178
146,3x3,6,bottom_left_dr0_dc0_id,89,178
146,3x3,7,bottom_right_dr0_dc0_id,89,178
146,3x3,8,bbox_center_dr0_dc0_id,82,185
146,3x3,9,center_dr0_dc0_id,82,185
146,3x3,10,bbox_top_left_dr0_dc0_flipud,23,244
146,3x3,11,bbox_top_right_dr0_dc0_flipud,23,244
146,3x3,12,top_left_dr0_dc0_flipud,23,244
146,3x3,13,top_right_dr0_dc0_flipud,23,244
146,3x3,14,bbox_bottom_left_dr0_dc0_fliplr,17,250
146,3x3,15,bbox_bottom_right_dr0_dc0_fliplr,17,250
146,3x3,16,bottom_left_dr0_dc0_fliplr,17,250
146,3x3,17,bottom_right_dr0_dc0_fliplr,17,250
146,3x3,18,bbox_bottom_left_dr0_dc0_flipud,15,252
146,3x3,19,bbox_bottom_right_dr0_dc0_flipud,15,252
149,3x3,0,bbox_bottom_left_dr-1_dc-1_anti_transpose,0,267
149,3x3,1,bbox_bottom_left_dr-1_dc-1_fliplr,0,267
149,3x3,2,bbox_bottom_left_dr-1_dc-1_flipud,0,267
149,3x3,3,bbox_bottom_left_dr-1_dc-1_id,0,267
149,3x3,4,bbox_bottom_left_dr-1_dc-1_rot180,0,267
149,3x3,5,bbox_bottom_left_dr-1_dc-1_rot270,0,267
149,3x3,6,bbox_bottom_left_dr-1_dc-1_rot90,0,267
149,3x3,7,bbox_bottom_left_dr-1_dc-1_transpose,0,267
149,3x3,8,bbox_bottom_left_dr-1_dc0_anti_transpose,0,267
149,3x3,9,bbox_bottom_left_dr-1_dc0_fliplr,0,267
149,3x3,10,bbox_bottom_left_dr-1_dc0_flipud,0,267
149,3x3,11,bbox_bottom_left_dr-1_dc0_id,0,267
149,3x3,12,bbox_bottom_left_dr-1_dc0_rot180,0,267
149,3x3,13,bbox_bottom_left_dr-1_dc0_rot270,0,267
149,3x3,14,bbox_bottom_left_dr-1_dc0_rot90,0,267
149,3x3,15,bbox_bottom_left_dr-1_dc0_transpose,0,267
149,3x3,16,bbox_bottom_left_dr-1_dc1_anti_transpose,0,267
149,3x3,17,bbox_bottom_left_dr-1_dc1_fliplr,0,267
149,3x3,18,bbox_bottom_left_dr-1_dc1_flipud,0,267
149,3x3,19,bbox_bottom_left_dr-1_dc1_id,0,267
153,3x3,0,bbox_bottom_left_dr-1_dc-1_anti_transpose,0,265
153,3x3,1,bbox_bottom_left_dr-1_dc-1_fliplr,0,265
153,3x3,2,bbox_bottom_left_dr-1_dc-1_flipud,0,265
153,3x3,3,bbox_bottom_left_dr-1_dc-1_id,0,265
153,3x3,4,bbox_bottom_left_dr-1_dc-1_rot180,0,265
153,3x3,5,bbox_bottom_left_dr-1_dc-1_rot270,0,265
153,3x3,6,bbox_bottom_left_dr-1_dc-1_rot90,0,265
153,3x3,7,bbox_bottom_left_dr-1_dc-1_transpose,0,265
153,3x3,8,bbox_bottom_left_dr-1_dc0_anti_transpose,0,265
153,3x3,9,bbox_bottom_left_dr-1_dc0_fliplr,0,265
153,3x3,10,bbox_bottom_left_dr-1_dc0_flipud,0,265
153,3x3,11,bbox_bottom_left_dr-1_dc0_id,0,265
153,3x3,12,bbox_bottom_left_dr-1_dc0_rot180,0,265
153,3x3,13,bbox_bottom_left_dr-1_dc0_rot270,0,265
153,3x3,14,bbox_bottom_left_dr-1_dc0_rot90,0,265
153,3x3,15,bbox_bottom_left_dr-1_dc0_transpose,0,265
153,3x3,16,bbox_bottom_left_dr-1_dc1_anti_transpose,0,265
153,3x3,17,bbox_bottom_left_dr-1_dc1_fliplr,0,265
153,3x3,18,bbox_bottom_left_dr-1_dc1_flipud,0,265
153,3x3,19,bbox_bottom_left_dr-1_dc1_id,0,265
185,3x3,0,bbox_bottom_left_dr-1_dc-1_anti_transpose,0,267
185,3x3,1,bbox_bottom_left_dr-1_dc-1_fliplr,0,267
185,3x3,2,bbox_bottom_left_dr-1_dc-1_flipud,0,267
185,3x3,3,bbox_bottom_left_dr-1_dc-1_id,0,267
185,3x3,4,bbox_bottom_left_dr-1_dc-1_rot180,0,267
185,3x3,5,bbox_bottom_left_dr-1_dc-1_rot270,0,267
185,3x3,6,bbox_bottom_left_dr-1_dc-1_rot90,0,267
185,3x3,7,bbox_bottom_left_dr-1_dc-1_transpose,0,267
185,3x3,8,bbox_bottom_left_dr-1_dc0_anti_transpose,0,267
185,3x3,9,bbox_bottom_left_dr-1_dc0_fliplr,0,267
185,3x3,10,bbox_bottom_left_dr-1_dc0_flipud,0,267
185,3x3,11,bbox_bottom_left_dr-1_dc0_id,0,267
185,3x3,12,bbox_bottom_left_dr-1_dc0_rot180,0,267
185,3x3,13,bbox_bottom_left_dr-1_dc0_rot270,0,267
185,3x3,14,bbox_bottom_left_dr-1_dc0_rot90,0,267
185,3x3,15,bbox_bottom_left_dr-1_dc0_transpose,0,267
185,3x3,16,bbox_bottom_left_dr-1_dc1_anti_transpose,0,267
185,3x3,17,bbox_bottom_left_dr-1_dc1_fliplr,0,267
185,3x3,18,bbox_bottom_left_dr-1_dc1_flipud,0,267
185,3x3,19,bbox_bottom_left_dr-1_dc1_id,0,267
207,2x2,0,bbox_top_right_dr0_dc0_id,78,187
207,2x2,1,bbox_center_dr-1_dc-1_id,75,190
207,2x2,2,bbox_top_left_dr0_dc0_id,75,190
207,2x2,3,top_right_dr0_dc0_id,75,190
207,2x2,4,center_dr-1_dc-1_id,74,191
207,2x2,5,top_left_dr0_dc0_id,74,191
207,2x2,6,bbox_bottom_right_dr0_dc0_id,63,202
207,2x2,7,bbox_bottom_left_dr0_dc0_id,61,204
207,2x2,8,bottom_left_dr0_dc0_id,58,207
207,2x2,9,bottom_right_dr0_dc0_id,58,207
207,2x2,10,bbox_top_right_dr0_dc0_anti_transpose,50,215
207,2x2,11,top_right_dr0_dc0_anti_transpose,49,216
207,2x2,12,bbox_bottom_right_dr0_dc0_transpose,41,224
207,2x2,13,bottom_right_dr0_dc0_transpose,41,224
207,2x2,14,center_dr-1_dc-1_transpose,41,224
207,2x2,15,top_left_dr0_dc0_transpose,41,224
207,2x2,16,bbox_center_dr-1_dc-1_transpose,39,226
207,2x2,17,bbox_top_left_dr0_dc0_transpose,39,226
207,2x2,18,bottom_left_dr0_dc0_transpose,39,226
207,2x2,19,top_right_dr0_dc0_transpose,39,226
235,3x3,0,bbox_bottom_left_dr-1_dc-1_anti_transpose,0,69
235,3x3,1,bbox_bottom_left_dr-1_dc-1_fliplr,0,69
235,3x3,2,bbox_bottom_left_dr-1_dc-1_flipud,0,69
235,3x3,3,bbox_bottom_left_dr-1_dc-1_id,0,69
235,3x3,4,bbox_bottom_left_dr-1_dc-1_rot180,0,69
235,3x3,5,bbox_bottom_left_dr-1_dc-1_rot270,0,69
235,3x3,6,bbox_bottom_left_dr-1_dc-1_rot90,0,69
235,3x3,7,bbox_bottom_left_dr-1_dc-1_transpose,0,69
235,3x3,8,bbox_bottom_left_dr-1_dc0_anti_transpose,0,69
235,3x3,9,bbox_bottom_left_dr-1_dc0_fliplr,0,69
235,3x3,10,bbox_bottom_left_dr-1_dc0_flipud,0,69
235,3x3,11,bbox_bottom_left_dr-1_dc0_id,0,69
235,3x3,12,bbox_bottom_left_dr-1_dc0_rot180,0,69
235,3x3,13,bbox_bottom_left_dr-1_dc0_rot270,0,69
235,3x3,14,bbox_bottom_left_dr-1_dc0_rot90,0,69
235,3x3,15,bbox_bottom_left_dr-1_dc0_transpose,0,69
235,3x3,16,bbox_bottom_left_dr-1_dc1_anti_transpose,0,69
235,3x3,17,bbox_bottom_left_dr-1_dc1_fliplr,0,69
235,3x3,18,bbox_bottom_left_dr-1_dc1_flipud,0,69
235,3x3,19,bbox_bottom_left_dr-1_dc1_id,0,69
242,3x3,0,bbox_bottom_left_dr-1_dc0_rot270,9,257
242,3x3,1,bbox_bottom_left_dr0_dc0_flipud,9,257
242,3x3,2,bbox_bottom_left_dr0_dc0_rot270,9,257
242,3x3,3,bbox_bottom_left_dr0_dc1_flipud,9,257
242,3x3,4,bbox_bottom_right_dr-1_dc0_anti_transpose,9,257
242,3x3,5,bbox_bottom_right_dr0_dc-1_rot180,9,257
242,3x3,6,bbox_bottom_right_dr0_dc0_anti_transpose,9,257
242,3x3,7,bbox_bottom_right_dr0_dc0_rot180,9,257
242,3x3,8,bbox_top_right_dr0_dc-1_fliplr,9,257
242,3x3,9,bbox_top_right_dr0_dc0_fliplr,9,257
242,3x3,10,bbox_top_right_dr0_dc0_rot90,9,257
242,3x3,11,bbox_top_right_dr1_dc0_rot90,9,257
242,3x3,12,bottom_left_dr-1_dc0_rot270,9,257
242,3x3,13,bottom_left_dr0_dc0_flipud,9,257
242,3x3,14,bottom_left_dr0_dc0_rot270,9,257
242,3x3,15,bottom_left_dr0_dc1_flipud,9,257
242,3x3,16,bottom_right_dr-1_dc0_anti_transpose,9,257
242,3x3,17,bottom_right_dr0_dc-1_rot180,9,257
242,3x3,18,bottom_right_dr0_dc0_anti_transpose,9,257
242,3x3,19,bottom_right_dr0_dc0_rot180,9,257
263,3x3,0,bbox_bottom_right_dr0_dc0_id,72,195
263,3x3,1,bottom_right_dr0_dc0_id,72,195
