task_id,variant,baseline_cost,candidate_cost,baseline_points,candidate_points,file_bytes,validation_status,status,reason,sha256
383,surgery_prune_unused_initializers,22236,22235,14.99053212392664,14.990577097055203,52932,24_pass_0_fail,improved,ok,bd39670e0ef5b0a19fb75bdba669053af6efc62fbcac34e1d95be1bc9daf7209
384,surgery_prune_unused_initializers,26244,26243,14.824807329535233,14.824845434208775,76492,24_pass_0_fail,improved,ok,dd5b4c915e6ac4691491b2225d8a3904a6f3cb9ab36c43244a0eb47551d37155
385,surgery_prune_unused_initializers,30,,21.598802618337846,,,not_run,skipped,no unused initializers,
386,surgery_prune_unused_initializers,2183,,17.311544643450056,,,not_run,skipped,no unused initializers,
387,surgery_prune_unused_initializers,22270,22269,14.989004239748587,14.989049144214343,50872,25_pass_0_fail,improved,ok,6df9b6763f476b12d874627257d63c8636d15d34a1e4878437c444c06e4a05b9
388,surgery_prune_unused_initializers,6468,,16.225377779303003,,,not_run,skipped,no unused initializers,
389,surgery_prune_unused_initializers,1898,,17.451444020830127,,,not_run,skipped,no unused initializers,
390,surgery_prune_unused_initializers,16700,16699,15.276836001595154,15.276895883627567,38660,24_pass_0_fail,improved,ok,f3569d208578288d9c1cac9c2c899fcd86b0e76974db03412e5483d50595e2d2
391,surgery_prune_unused_initializers,10021,,15.787561829941671,,,not_run,skipped,no unused initializers,
392,surgery_prune_unused_initializers,30870,,14.662459882503795,,,not_run,skipped,no unused initializers,
393,surgery_prune_unused_initializers,459,,18.870949789939456,,,not_run,skipped,no unused initializers,
394,surgery_prune_unused_initializers,4753,,16.53346872338599,,,not_run,skipped,no unused initializers,
395,surgery_prune_unused_initializers,1667,,17.581219117249205,,,not_run,skipped,no unused initializers,
396,surgery_prune_unused_initializers,22948,22947,14.959013934278238,14.959057512010025,68684,24_pass_0_fail,improved,ok,844e37b282c4bfe3d88281630261d9e855f41a6fdabec344d238416f7efd42d1
397,surgery_prune_unused_initializers,10236,10235,15.76633380272032,15.76643150190461,21634,24_pass_0_fail,improved,ok,80b9b64201d19f426a8467d4d63be86e64f13e0b24a0ecfadb754d9157007e71
398,surgery_prune_unused_initializers,84295,,13.657922169750098,,,not_run,skipped,no unused initializers,
399,surgery_prune_unused_initializers,1839,,17.48302277539568,,,not_run,skipped,no unused initializers,
400,surgery_prune_unused_initializers,15460,15459,15.353988677858586,15.354053363003667,49961,24_pass_0_fail,improved,ok,e2d8725a19808026bc5049ff245820e704f9b7e530582d511a39f3596e4ca946
