task_id,source,template_name,route,cost,points,scaled_points,train_n,test_n,arc_gen_n,total_n,input_shape_count,output_shape_count,min_input_area,max_input_area,min_output_area,max_output_area,max_input_colors,risk_score
380,massimilianoghiotto_6254,,sparse_edit_or_object_completion,728,18.409698951803314,1841,4,1,262,267,1,1,9,9,9,9,2,0.50728
381,massimilianoghiotto_6254,,sparse_edit_or_object_completion,3681,16.78906026662098,1679,3,1,261,265,1,1,100,100,100,100,2,0.53681
382,massimilianoghiotto_6254,,sparse_edit_or_object_completion,107354,13.416112936092428,1342,3,1,262,266,110,110,100,400,100,400,3,2.92354
383,exp068_seddik_style_strict_scalarization_seddik_style_scalarize_dedup_prune,seddik_style_scalarize_dedup_prune,sparse_edit_or_object_completion,127241,13.246161795004017,1325,3,1,262,266,117,117,168,529,168,529,3,2.87241
384,massimilianoghiotto_6254,,crop_or_resize,74722,13.778470160860206,1378,3,1,262,266,1,15,81,81,8,80,2,1.94722
385,massimilianoghiotto_6254,,sparse_edit_or_object_completion,30,21.598802618337846,2160,2,1,262,265,1,1,40,40,40,40,5,0.5003
386,massimilianoghiotto_6254,,crop_or_resize,2183,17.311544643450056,1731,5,1,262,268,1,1,28,28,12,12,4,0.47183
387,massimilianoghiotto_6254,,sparse_edit_or_object_completion,63558,13.940291846175448,1394,4,1,261,266,25,25,196,324,196,324,3,2.48558
388,massimilianoghiotto_6254,,crop_or_resize,6468,16.225377779303003,1623,3,1,262,266,5,5,4,36,16,144,2,1.71468
389,massimilianoghiotto_6254,,sparse_edit_or_object_completion,1898,17.451444020830127,1745,3,1,262,266,3,3,9,25,9,25,2,1.71898
390,massimilianoghiotto_6254,,sparse_edit_or_object_completion,24692,14.885765416486214,1489,3,1,262,266,1,1,225,225,225,225,3,0.74692
391,massimilianoghiotto_6254,,crop_or_resize,10021,15.787561829941671,1579,4,1,262,267,6,1,130,240,3,3,5,1.15021
392,massimilianoghiotto_6254,,same_shape_global_transform,30870,14.662459882503795,1466,3,1,262,266,1,1,100,100,100,100,2,0.5587
393,massimilianoghiotto_6254,,crop_or_resize,459,18.870949789939456,1887,3,1,261,265,1,1,144,144,3,3,4,0.45459
394,afr1ste_5689_artifact,,crop_or_resize,4753,16.53346872338599,1653,3,1,262,266,4,3,16,49,1,9,3,1.69753
395,afr1ste_5689_artifact,,crop_or_resize,1667,17.581219117249205,1758,5,1,262,268,1,1,18,18,9,9,3,0.46667
396,massimilianoghiotto_6254,,crop_or_resize,143389,13.126683504302262,1313,3,1,262,266,49,24,144,324,16,64,3,3.23389
397,afr1ste_5689_artifact,,sparse_edit_or_object_completion,21041,15.045771805760689,1505,3,1,262,266,1,1,100,100,100,100,9,0.71041
398,massimilianoghiotto_6254,,crop_or_resize,84295,13.657922169750098,1366,5,1,262,268,1,5,5,5,25,625,5,2.04295
399,massimilianoghiotto_6254,,crop_or_resize,1839,17.48302277539568,1748,8,3,262,273,5,1,9,49,9,9,2,1.06839
400,massimilianoghiotto_6254,,crop_or_resize,35153,14.532534757896764,1453,3,1,262,266,1,1,576,576,25,25,5,0.80153
