task_id,route,compiler_lane,is_cropish,bucket,priority,strict_cost,gain_to_600,gain_to_250,example_count,input_shape_count,output_shape_count,max_output_area,min_output_area,median_output_area,max_input_area,grid_size_changed_examples,output_shape_hist
166,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,-64.787744,24789,3.721226,4.596694,266,51,51,168,56,100,168,0,7x8:1;7x9:2;9x7:1;8x8:5;10x7:2;8x9:5;9x8:8;7x11:2;11x7:1;8x10:11;10x8:7;9x9:8;12x7:2;8x11:7;11x8:7;9x10:11;10x9:7;7x13:2;8x12:6;12x8:3;7x14:1;14x7:2;9x11:11;11x9:11;10x10:17;13x8:2;9x12:9;12x9:8;10x11:10;11x10:11;8x14:1;14x8:2;9x13:6;13x9:5;10x12:8;12x10:3;11x11:14;9x14:2;10x13:5;13x10:4;11x12:9;12x11:3;10x14:5;14x10:3;11x13:5;13x11:2;12x12:3;11x14:2;12x13:2;13x12:1;14x12:1
237,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,-66.272379,14324,3.172762,4.048231,266,49,49,81,9,32,81,0,3x3:8;3x4:5;4x3:6;3x5:3;5x3:7;4x4:2;3x6:4;6x3:8;4x5:3;5x4:7;3x7:6;7x3:6;3x8:6;4x6:7;6x4:4;8x3:5;5x5:4;3x9:5;9x3:7;4x7:6;7x4:11;5x6:3;6x5:4;4x8:6;8x4:4;5x7:9;7x5:7;4x9:4;6x6:4;9x4:5;5x8:5;8x5:10;6x7:7;7x6:7;5x9:6;9x5:8;6x8:4;8x6:4;7x7:4;6x9:3;9x6:4;7x8:7;8x7:3;7x9:1;9x7:4;8x8:8;8x9:6;9x8:4;9x9:5
138,crop_or_resize,CROP_SHAPE_COMPILER,True,P4_not_600_by_area_floor,-72.082912,48467,4.391709,5.267178,266,48,108,460,36,132,650,266,6x6:2;6x7:3;6x8:2;8x6:1;7x7:7;6x9:2;7x8:5;8x7:7;7x9:5;9x7:3;8x8:11;7x10:1;10x7:2;8x9:6;9x8:5;8x10:5;10x8:4;9x9:6;11x8:1;9x10:6;10x9:1;8x12:5;12x8:2;9x11:1;10x10:9;8x13:1;9x12:4;10x11:2;11x10:2;13x9:3;10x12:5;12x10:4;11x11:4;10x13:1;13x10:2;11x12:3;12x11:4;9x15:1;15x9:1;10x14:1;14x10:2;11x13:4;13x11:4;12x12:3;10x15:1;15x10:1;11x14:2;14x11:2;12x13:3;13x12:3;11x15:5;15x11:1;12x14:1;14x12:1;13x13:4;17x10:1;11x16:1;16x11:1;12x15:2;15x12:3;18x10:1;13x14:2;14x13:3;17x11:1;13x15:4;15x13:1;14x14:2;11x18:1;12x17:1;17x12:1;13x16:2;11x19:1;14x15:2;15x14:4;13x17:1;14x16:2;16x14:1;15x15:4;12x19:1;19x12:1;14x17:3;17x14:3;15x16:3;16x15:2;13x19:2;14x18:2;15x17:1;17x15:2;16x16:1;15x18:2;18x15:1;16x17:3;17x16:4;14x20:1;15x19:1;22x13:1;18x16:1;15x20:1;16x19:1;18x17:1;14x22:1;20x16:2;22x17:1;22x18:1;20x20:1;20x21:1;21x21:1;20x23:1
256,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,-80.388119,21123,3.561188,4.436657,266,58,58,169,16,81,169,0,4x4:1;4x5:1;5x4:1;4x6:1;6x4:1;5x5:3;4x7:1;7x4:1;5x6:2;6x5:3;5x7:3;7x5:3;6x6:5;5x8:2;8x5:2;6x7:5;7x6:3;6x8:3;8x6:5;7x7:8;6x9:3;9x6:3;7x8:7;8x7:7;7x9:3;9x7:6;8x8:9;7x10:2;10x7:3;8x9:9;9x8:8;8x10:6;10x8:7;9x9:15;8x11:2;11x8:3;9x10:9;10x9:6;9x11:6;11x9:6;10x10:12;9x12:6;12x9:2;10x11:8;11x10:9;10x12:5;12x10:7;11x11:9;10x13:1;13x10:2;11x12:8;12x11:3;11x13:2;13x11:4;12x12:4;12x13:3;13x12:4;13x13:3
232,sparse_edit_or_object_completion,SYMMETRY_LINE_COMPILER,False,P4_not_600_by_area_floor,-87.048858,29497,3.895114,4.770583,266,63,63,196,49,104,196,0,7x7:3;7x8:3;8x7:8;7x9:8;9x7:3;8x8:7;7x10:3;10x7:6;8x9:3;9x8:3;7x11:3;11x7:6;8x10:6;10x8:6;9x9:3;7x12:3;12x7:3;8x11:8;11x8:6;10x9:2;7x13:3;13x7:3;8x12:3;12x8:9;7x14:2;14x7:5;9x11:4;11x9:5;10x10:3;8x13:4;13x8:4;9x12:6;12x9:7;10x11:3;11x10:4;8x14:2;14x8:8;9x13:4;13x9:4;10x12:6;12x10:1;11x11:3;9x14:1;14x9:2;10x13:4;13x10:3;11x12:3;12x11:8;10x14:7;14x10:2;11x13:2;13x11:7;12x12:4;11x14:3;14x11:6;12x13:7;13x12:3;12x14:1;14x12:4;13x13:4;13x14:2;14x13:1;14x14:6
192,sparse_edit_or_object_completion,COLOR_ROLE_COMPILER,False,P4_not_600_by_area_floor,-87.385462,51968,4.461454,5.336923,265,66,66,400,176,324,400,0,16x11:1;12x15:1;13x14:2;10x19:2;12x16:1;15x13:1;12x17:1;17x12:1;13x16:1;11x19:2;14x15:1;15x14:4;12x18:1;11x20:1;17x13:1;14x16:1;16x14:1;12x19:3;19x12:1;17x14:1;12x20:1;15x16:1;16x15:2;20x12:1;13x19:1;19x13:3;14x18:2;18x14:1;15x17:2;17x15:1;16x16:2;13x20:1;14x19:3;19x14:3;15x18:3;18x15:4;16x17:4;17x16:3;14x20:2;20x14:4;15x19:2;19x15:4;16x18:4;18x16:2;17x17:4;15x20:6;20x15:4;16x19:1;19x16:6;17x18:4;18x17:4;16x20:3;20x16:8;17x19:3;19x17:2;18x18:4;17x20:7;20x17:8;18x19:3;19x18:7;18x20:17;20x18:9;19x19:16;19x20:17;20x19:22;20x20:26
234,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,-90.860837,81703,4.913916,5.789385,266,70,70,400,180,272,400,0,12x15:5;15x12:4;12x16:4;16x12:3;13x15:1;15x13:3;12x17:4;17x12:3;13x16:4;16x13:1;14x15:4;15x14:3;12x18:3;18x12:2;13x17:5;17x13:2;16x14:2;15x15:3;12x19:1;19x12:1;13x18:5;18x13:3;14x17:5;17x14:5;12x20:3;15x16:3;16x15:3;20x12:2;13x19:6;19x13:3;18x14:4;15x17:2;17x15:3;16x16:4;13x20:2;20x13:3;14x19:4;19x14:3;15x18:5;18x15:3;16x17:7;17x16:7;14x20:2;20x14:1;15x19:4;19x15:4;16x18:4;18x16:7;17x17:3;15x20:7;20x15:3;16x19:4;19x16:7;17x18:5;18x17:4;16x20:3;20x16:11;17x19:5;19x17:4;18x18:3;17x20:3;20x17:6;18x19:5;19x18:4;18x20:6;20x18:3;19x19:5;19x20:3;20x19:5;20x20:2
171,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,-93.834851,910,0.416515,1.291984,54,49,49,81,9,32,81,0,3x3:2;3x4:1;4x3:2;3x5:1;5x3:1;4x4:1;3x6:1;6x3:1;4x5:1;5x4:2;3x7:1;7x3:1;3x8:1;4x6:1;6x4:1;8x3:1;5x5:1;3x9:1;9x3:1;4x7:1;7x4:1;5x6:2;6x5:1;4x8:1;8x4:1;5x7:1;7x5:1;4x9:1;6x6:1;9x4:1;5x8:1;8x5:1;6x7:1;7x6:2;5x9:1;9x5:1;6x8:1;8x6:1;7x7:1;6x9:1;9x6:1;7x8:1;8x7:1;7x9:1;9x7:1;8x8:1;8x9:1;9x8:1;9x9:1
216,crop_or_resize,CROP_SHAPE_COMPILER,True,P4_not_600_by_area_floor,-96.489074,103572,5.151093,6.026561,266,1,124,187,20,64,400,266,4x5:1;4x6:2;4x7:1;3x10:2;5x6:3;6x5:1;4x8:1;8x4:6;3x11:1;5x7:1;7x5:3;3x12:3;4x9:2;6x6:3;9x4:1;3x13:3;4x10:1;5x8:3;8x5:2;3x14:2;6x7:3;7x6:1;4x11:1;11x4:2;3x15:1;5x9:4;9x5:2;3x16:2;4x12:2;6x8:1;8x6:4;12x4:1;7x7:4;5x10:4;10x5:2;3x17:2;4x13:2;13x4:3;3x18:1;9x6:3;5x11:1;11x5:1;4x14:1;7x8:6;8x7:2;14x4:3;5x12:6;6x10:7;10x6:3;12x5:1;15x4:4;7x9:5;9x7:3;4x16:2;8x8:4;16x4:3;5x13:1;13x5:1;6x11:3;11x6:3;4x17:4;17x4:2;5x14:3;7x10:3;10x7:1;14x5:2;4x18:4;6x12:1;8x9:1;9x8:2;12x6:3;5x15:2;15x5:1;7x11:3;13x6:1;5x16:8;8x10:1;10x8:1;16x5:2;9x9:5;6x14:2;7x12:1;14x6:1;5x17:5;8x11:2;11x8:2;5x18:1;6x15:2;9x10:2;10x9:1;15x6:3;18x5:1;13x7:1;6x16:1;8x12:1;12x8:3;7x14:2;14x7:4;11x9:1;6x17:1;17x6:1;7x15:3;15x7:1;9x12:2;18x6:1;11x10:1;8x14:1;14x8:1;9x13:1;7x17:1;17x7:1;12x10:1;15x8:1;11x11:1;7x18:5;18x7:1;8x16:1;16x8:1;12x11:1;9x15:1;8x18:2;16x9:1;13x12:1;11x17:1
379,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,-108.056016,72499,4.794398,5.669867,266,78,78,400,144,252,400,0,12x12:3;12x13:1;13x12:8;12x14:7;14x12:3;13x13:3;12x15:2;15x12:6;13x14:2;14x13:1;12x16:2;16x12:4;13x15:3;15x13:4;14x14:3;12x17:2;17x12:3;13x16:6;16x13:5;15x14:1;12x18:1;18x12:2;13x17:1;17x13:5;14x16:3;16x14:4;15x15:2;12x19:2;19x12:4;13x18:5;18x13:3;14x17:5;17x14:6;12x20:3;15x16:2;16x15:3;13x19:1;19x13:5;14x18:4;18x14:5;15x17:5;17x15:1;16x16:3;13x20:7;20x13:5;19x14:1;15x18:2;18x15:3;16x17:4;17x16:5;14x20:2;20x14:5;15x19:7;19x15:1;16x18:2;18x16:4;17x17:3;15x20:4;20x15:6;16x19:1;19x16:5;17x18:2;18x17:2;16x20:5;20x16:7;17x19:3;19x17:3;18x18:2;17x20:2;20x17:4;18x19:1;19x18:1;18x20:3;20x18:6;19x19:5;19x20:3;20x19:3;20x20:3
4,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,-110.814776,55020,4.518522,5.393991,265,78,78,256,64,140,256,0,8x8:3;8x9:3;9x8:8;8x10:7;10x8:3;9x9:5;8x11:1;11x8:6;9x10:1;10x9:1;8x12:2;12x8:5;9x11:3;11x9:4;10x10:4;8x13:3;13x8:2;9x12:5;12x9:5;11x10:1;8x14:1;14x8:3;9x13:1;13x9:6;8x15:2;10x12:3;12x10:4;15x8:4;11x11:1;9x14:3;14x9:4;8x16:2;10x13:5;13x10:6;11x12:2;12x11:3;9x15:1;15x9:7;10x14:4;14x10:4;11x13:5;13x11:1;9x16:5;12x12:3;16x9:5;15x10:1;11x14:2;14x11:3;12x13:3;13x12:6;10x16:2;16x10:6;11x15:6;15x11:2;12x14:2;14x12:3;13x13:3;11x16:4;16x11:5;12x15:1;15x12:5;13x14:3;14x13:2;12x16:4;16x12:7;13x15:1;15x13:4;14x14:2;13x16:2;16x13:4;14x15:1;15x14:1;14x16:3;16x14:7;15x15:5;15x16:3;16x15:3;16x16:2
344,sparse_edit_or_object_completion,COLOR_ROLE_COMPILER,False,P4_not_600_by_area_floor,-113.688916,2510,1.431108,2.306577,266,64,64,100,9,45,100,0,3x3:2;3x4:4;4x3:1;3x5:2;5x3:2;4x4:2;3x6:2;6x3:3;4x5:2;5x4:1;3x7:4;7x3:3;3x8:3;4x6:6;6x4:2;8x3:1;5x5:3;3x9:3;9x3:1;4x7:5;7x4:6;3x10:4;5x6:2;6x5:4;10x3:4;4x8:3;8x4:8;5x7:4;7x5:4;4x9:4;6x6:3;9x4:4;4x10:3;5x8:3;8x5:5;10x4:7;6x7:5;7x6:5;5x9:4;9x5:6;6x8:7;8x6:1;7x7:4;5x10:1;10x5:3;6x9:6;9x6:5;7x8:3;8x7:9;6x10:11;10x6:4;7x9:5;9x7:11;8x8:3;7x10:4;10x7:7;8x9:10;9x8:4;8x10:1;10x8:5;9x9:6;9x10:6;10x9:1;10x10:9
233,crop_or_resize,CROP_SHAPE_COMPILER,True,P4_not_600_by_area_floor,-121.375047,63540,4.662495,5.537964,266,154,134,400,64,209,900,266,8x8:1;9x8:1;10x8:1;9x9:1;11x8:1;8x12:1;9x11:1;11x9:1;10x10:4;8x13:1;9x12:2;12x9:2;10x11:1;11x10:1;8x15:1;15x8:1;11x11:2;14x9:1;8x16:5;16x8:1;10x13:2;11x12:1;9x15:1;10x14:2;11x13:1;8x18:2;9x16:1;12x12:1;16x9:1;18x8:1;10x15:2;15x10:2;8x19:2;19x8:1;9x17:1;17x9:2;11x14:1;12x13:3;13x12:3;8x20:1;10x16:1;16x10:2;9x18:1;18x9:1;11x15:3;15x11:2;12x14:2;14x12:1;13x13:2;10x17:3;17x10:1;9x19:3;19x9:2;11x16:2;16x11:4;10x18:2;15x12:2;18x10:3;20x9:2;13x14:2;14x13:2;11x17:3;17x11:1;10x19:1;19x10:3;12x16:4;16x12:1;13x15:1;14x14:1;11x18:3;18x11:2;10x20:1;12x17:5;17x12:1;13x16:1;11x19:1;19x11:3;14x15:2;18x12:3;11x20:4;20x11:1;13x17:2;17x13:1;16x14:2;15x15:4;12x19:2;19x12:1;18x13:1;14x17:1;17x14:2;15x16:4;16x15:2;20x12:1;13x19:2;19x13:1;14x18:2;18x14:2;15x17:2;17x15:3;16x16:3;13x20:4;20x13:1;14x19:1;19x14:1;15x18:2;18x15:5;16x17:1;17x16:3;14x20:1;20x14:5;15x19:2;19x15:3;16x18:1;18x16:2;15x20:1;20x15:3;16x19:1;19x16:4;17x18:1;18x17:1;16x20:4;20x16:1;17x19:2;19x17:5;18x18:2;17x20:2;20x17:5;18x19:2;19x18:2;18x20:3;20x18:2;19x20:3;20x19:3;20x20:3
8,sparse_edit_or_object_completion,OBJECT_MOVE_COMPILER,False,P4_not_600_by_area_floor,-121.411932,23289,3.658807,4.534276,266,79,79,256,64,140,256,0,8x8:3;8x9:3;9x8:7;8x10:5;10x8:5;9x9:4;8x11:2;11x8:5;9x10:2;10x9:1;8x12:4;12x8:3;9x11:4;11x9:3;10x10:2;8x13:2;13x8:3;9x12:6;12x9:5;10x11:1;11x10:2;8x14:1;14x8:3;9x13:2;13x9:5;8x15:3;10x12:1;12x10:6;15x8:3;11x11:1;9x14:2;14x9:6;8x16:2;16x8:1;10x13:6;13x10:5;11x12:3;12x11:2;9x15:2;15x9:6;10x14:5;14x10:3;11x13:5;13x11:1;9x16:6;12x12:3;16x9:5;10x15:1;11x14:4;14x11:1;12x13:6;13x12:3;10x16:3;16x10:5;11x15:6;15x11:3;12x14:4;14x12:1;13x13:3;11x16:4;16x11:4;12x15:5;15x12:1;13x14:4;14x13:1;12x16:8;16x12:3;13x15:4;15x13:1;14x14:2;13x16:2;16x13:3;14x15:2;14x16:4;16x14:5;15x15:5;15x16:1;16x15:5;16x16:2
98,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,-125.834851,910,0.416515,1.291984,266,65,65,440,48,195,440,0,8x6:8;8x7:4;9x7:1;8x8:3;8x9:4;9x8:3;8x10:3;10x8:5;9x9:6;9x10:6;10x9:2;9x11:7;11x9:1;10x10:9;10x11:3;11x10:1;10x12:8;12x10:4;11x11:2;11x12:3;12x11:2;11x13:7;13x11:2;12x12:2;12x13:5;13x12:4;12x14:8;14x12:3;13x13:4;13x14:2;14x13:5;13x15:6;15x13:2;14x14:3;14x15:2;15x14:3;14x16:7;16x14:5;15x15:1;15x16:3;16x15:5;15x17:4;17x15:4;16x16:2;16x17:4;17x16:1;16x18:4;18x16:4;17x17:8;17x18:4;18x17:6;17x19:5;19x17:7;18x18:4;18x19:2;19x18:2;18x20:4;20x18:7;19x19:5;19x20:4;20x19:2;19x21:7;20x20:8;20x21:3;20x22:1
350,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,-127.01928,19831,3.498072,4.373541,267,81,81,624,48,255,624,0,6x8:3;7x8:4;7x9:5;8x8:2;8x9:4;9x8:1;8x10:3;10x8:1;9x9:6;9x10:3;10x9:6;9x11:3;11x9:1;10x10:2;10x11:4;11x10:7;10x12:2;12x10:4;11x11:7;11x12:4;12x11:3;11x13:5;13x11:5;12x12:2;13x12:3;12x14:1;14x12:3;13x13:9;14x13:1;13x15:3;15x13:6;14x14:3;14x15:1;15x14:2;14x16:5;16x14:3;15x15:1;15x16:3;16x15:2;15x17:3;17x15:4;16x16:3;16x17:1;17x16:2;16x18:2;18x16:4;17x17:4;17x18:3;18x17:7;17x19:2;19x17:6;18x19:6;19x18:1;18x20:4;20x18:6;19x19:6;19x20:3;20x19:4;19x21:3;21x19:2;20x20:2;20x21:3;21x20:1;20x22:2;22x20:6;21x21:4;21x22:2;22x21:3;21x23:1;23x21:1;22x22:3;22x23:4;23x22:3;22x24:5;24x22:2;23x24:4;24x23:2;25x23:3;24x24:2;25x24:3;26x24:2
359,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,-131.4408,42313,4.25592,5.131389,266,87,87,375,104,234,375,0,13x8:1;7x15:1;8x14:2;13x9:2;8x15:1;9x14:1;14x9:2;10x13:2;13x10:3;15x9:1;10x14:2;11x13:1;13x11:4;10x15:4;15x10:2;11x14:3;14x11:5;12x13:6;13x12:2;11x15:1;15x11:1;12x14:1;14x12:2;13x13:7;12x15:4;15x12:3;13x14:7;14x13:3;13x15:8;15x13:9;14x14:2;13x16:3;16x13:4;14x15:6;15x14:7;13x17:6;17x13:1;14x16:1;16x14:2;15x15:8;13x18:7;18x13:5;14x17:6;17x14:6;15x16:2;16x15:8;13x19:3;19x13:3;14x18:4;18x14:3;15x17:4;17x15:3;13x20:4;20x13:2;14x19:3;15x18:2;18x15:5;13x21:1;14x20:2;20x14:6;15x19:3;19x15:4;13x22:3;22x13:4;14x21:1;21x14:3;13x23:2;23x13:2;20x15:3;14x22:2;22x14:2;13x24:1;24x13:1;21x15:3;23x14:3;25x13:1;22x15:2;14x24:1;24x14:1;15x23:2;23x15:1;14x25:5;15x24:1;24x15:1;14x26:1;15x25:2;25x15:1
126,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,-132.337695,86091,4.966231,5.841699,266,91,91,200,25,88,200,0,5x5:5;5x6:5;6x5:5;5x7:4;7x5:2;6x6:2;5x8:3;8x5:1;6x7:3;7x6:5;5x9:2;6x8:3;8x6:5;7x7:2;5x10:5;10x5:3;6x9:2;9x6:2;5x11:2;7x8:5;8x7:5;5x12:2;10x6:3;7x9:1;9x7:4;8x8:4;5x13:4;6x11:1;5x14:2;7x10:9;10x7:3;6x12:1;8x9:3;9x8:5;5x15:1;7x11:3;6x13:3;5x16:1;8x10:1;10x8:4;9x9:3;6x14:1;7x12:1;5x17:2;8x11:2;5x18:2;6x15:2;9x10:5;10x9:1;7x13:3;5x19:2;6x16:5;8x12:2;7x14:4;9x11:3;5x20:1;10x10:2;6x17:3;8x13:1;6x18:2;9x12:2;10x11:1;7x16:3;8x14:7;6x19:2;9x13:3;6x20:3;8x15:1;10x12:3;7x18:4;9x14:3;8x16:4;10x13:5;7x19:4;9x15:5;8x17:1;10x14:6;8x18:3;9x16:2;10x15:3;8x19:2;9x17:4;8x20:2;10x16:4;9x18:1;10x17:6;9x19:2;9x20:3;10x18:1;10x19:1;10x20:2
132,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,-147.062089,29458,3.893791,4.76926,267,93,93,225,36,99,225,0,6x6:2;6x7:2;7x6:7;6x8:6;8x6:1;7x7:3;6x9:1;9x6:5;7x8:1;8x7:1;6x10:2;10x6:5;7x9:3;9x7:4;8x8:1;6x11:2;11x6:2;7x10:5;10x7:4;6x12:1;9x8:2;12x6:2;7x11:1;11x7:5;6x13:1;13x6:3;8x10:3;10x8:4;9x9:1;6x14:2;7x12:4;12x7:1;8x11:4;11x8:6;6x15:4;9x10:1;10x9:3;15x6:3;7x13:1;13x7:7;8x12:4;12x8:3;7x14:6;14x7:4;9x11:3;10x10:4;13x8:1;7x15:2;15x7:4;9x12:2;12x9:2;10x11:3;11x10:3;8x14:2;14x8:6;9x13:3;13x9:2;8x15:2;10x12:2;12x10:3;15x8:2;11x11:1;9x14:3;14x9:3;10x13:1;13x10:3;11x12:3;12x11:1;15x9:4;10x14:2;14x10:7;11x13:1;13x11:2;12x12:2;10x15:4;15x10:3;14x11:4;12x13:1;13x12:1;11x15:5;15x11:4;12x14:1;14x12:6;13x13:4;15x12:1;13x14:3;14x13:1;13x15:5;15x13:3;14x14:2;14x15:1;15x14:4;15x15:2
118,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,-147.943966,60026,4.605603,5.481072,267,97,97,700,70,323,700,0,10x7:2;10x8:2;11x8:2;10x9:3;11x9:3;12x9:4;11x10:6;10x12:1;12x10:2;11x11:2;10x13:4;13x10:2;11x12:1;12x11:4;11x13:3;13x11:2;12x12:5;11x14:5;14x11:1;12x13:4;13x12:5;12x14:4;14x12:2;13x13:2;12x15:1;15x12:3;13x14:1;13x15:2;14x14:2;13x16:2;16x13:4;14x15:1;15x14:7;16x14:2;15x15:2;14x17:1;17x14:3;15x16:3;15x17:2;17x15:2;16x16:3;15x18:2;18x15:6;16x17:2;18x16:3;17x17:4;19x16:2;18x17:2;17x19:1;19x17:2;18x18:1;17x20:1;20x17:2;18x19:1;19x18:2;18x20:1;20x18:1;19x19:4;18x21:4;19x20:5;20x19:1;19x21:6;20x20:3;19x22:5;22x19:3;20x21:2;21x20:4;20x22:5;22x20:6;21x21:2;20x23:3;21x22:1;22x21:4;21x23:3;23x21:2;21x24:3;24x21:2;22x23:2;23x22:3;22x24:5;24x22:1;23x23:1;22x25:4;25x22:4;24x23:4;23x25:5;25x23:3;24x24:1;23x26:3;24x25:3;25x24:1;24x26:2;25x25:2;24x27:3;25x26:3;25x27:2;25x28:2
24,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,-156.831002,9080,2.7169,3.592369,266,92,92,225,36,99,225,0,6x6:2;6x7:2;7x6:7;6x8:6;8x6:1;7x7:3;6x9:1;9x6:5;8x7:1;6x10:2;10x6:5;7x9:3;9x7:4;8x8:1;6x11:1;11x6:2;7x10:5;10x7:4;6x12:1;9x8:1;12x6:2;7x11:1;11x7:5;6x13:1;13x6:3;8x10:3;10x8:5;9x9:2;6x14:2;7x12:4;12x7:1;8x11:4;11x8:6;6x15:4;9x10:1;10x9:3;15x6:3;7x13:1;13x7:7;8x12:4;12x8:3;7x14:6;14x7:4;9x11:3;10x10:2;13x8:1;7x15:2;15x7:4;9x12:2;12x9:2;10x11:4;11x10:3;8x14:2;14x8:6;9x13:3;13x9:2;8x15:2;10x12:2;12x10:3;15x8:2;11x11:1;9x14:3;14x9:3;10x13:1;13x10:3;11x12:3;12x11:2;15x9:4;10x14:2;14x10:7;11x13:1;13x11:2;12x12:2;10x15:4;15x10:3;14x11:4;12x13:1;13x12:1;11x15:5;15x11:4;12x14:1;14x12:6;13x13:4;15x12:1;13x14:3;14x13:1;13x15:5;15x13:3;14x14:2;14x15:1;15x14:4;15x15:2
145,same_shape_global_transform,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,-158.441566,69757,4.755843,5.631312,267,103,103,400,100,216,400,0,10x10:2;10x11:1;11x10:7;10x12:6;12x10:1;11x11:2;13x10:4;12x11:1;10x14:1;14x10:3;11x13:3;13x11:3;12x12:1;15x10:2;11x14:1;14x11:3;13x12:1;10x16:1;16x10:2;11x15:1;15x11:5;12x14:3;14x12:4;13x13:1;10x17:1;17x10:3;11x16:5;10x18:2;12x15:3;15x12:5;14x13:3;11x17:1;17x11:5;10x19:4;19x10:2;12x16:4;16x12:3;13x15:3;14x14:2;11x18:5;18x11:4;10x20:1;20x10:2;17x12:1;13x16:2;16x13:1;11x19:2;19x11:4;14x15:2;15x14:3;12x18:2;18x12:6;11x20:4;20x11:3;13x17:3;17x13:1;14x16:2;16x14:3;15x15:1;12x19:1;19x12:1;13x18:3;18x13:4;14x17:1;17x14:3;12x20:1;15x16:3;16x15:1;20x12:1;19x13:4;14x18:2;18x14:7;15x17:1;17x15:2;16x16:1;13x20:4;14x19:3;19x14:2;18x15:2;16x17:1;17x16:1;14x20:4;20x14:3;15x19:5;19x15:4;16x18:1;18x16:6;17x17:4;15x20:1;20x15:4;17x18:3;18x17:1;16x20:2;20x16:1;17x19:5;19x17:3;18x18:1;18x19:1;19x18:4;20x18:1;19x19:2;19x20:2;20x20:3
161,sparse_edit_or_object_completion,LOCAL_PREDICATE_FILL_COMPILER,False,P4_not_600_by_area_floor,-159.202327,64647,4.679767,5.555236,266,103,103,500,150,288,500,0,10x15:2;10x16:1;11x15:7;10x17:6;11x16:2;12x15:1;10x19:1;12x16:1;13x15:4;11x18:2;12x17:1;13x16:3;11x19:1;10x21:1;14x15:3;10x22:1;11x20:1;13x17:1;14x16:3;15x15:2;12x19:3;10x23:2;11x21:4;13x18:1;14x17:4;10x24:4;12x20:3;15x16:5;16x15:2;11x22:2;10x25:1;12x21:4;14x18:3;11x23:5;15x17:6;17x15:3;13x20:4;11x24:2;14x19:2;16x17:3;17x16:5;13x21:1;11x25:4;12x23:2;14x20:2;15x19:3;19x15:2;13x22:3;12x24:1;16x18:1;18x16:4;17x17:1;14x21:2;13x23:3;12x25:1;15x20:1;20x15:2;16x19:4;19x16:4;17x18:1;18x17:6;14x22:1;15x21:2;16x20:1;20x16:3;14x23:2;17x19:3;19x17:1;18x18:3;13x25:4;15x22:1;14x24:3;16x21:1;17x20:2;20x17:1;18x19:7;19x18:4;14x25:4;16x22:1;17x21:1;15x24:5;18x20:2;19x19:2;16x23:1;17x22:4;15x25:1;18x21:6;19x20:4;20x19:3;17x23:3;18x22:1;16x25:2;20x20:4;17x24:5;18x23:1;19x22:3;20x21:1;18x24:1;19x23:4;19x24:2;20x23:1;19x25:2;20x25:3
