task_id,shape,rank,rule,pass_count,fail_count,color_map
79,3x3,1,bbox_bottom_left_dr-1_dc-1_flipud,0,266,
79,3x3,2,bbox_bottom_left_dr-1_dc-1_id,0,266,
79,3x3,3,bbox_bottom_left_dr-1_dc-1_rot180,0,266,
79,3x3,4,bbox_bottom_left_dr-1_dc-1_rot270,0,266,
79,3x3,5,bbox_bottom_left_dr-1_dc-1_rot90,0,266,
79,3x3,6,bbox_bottom_left_dr-1_dc0_fliplr,0,266,
79,3x3,7,bbox_bottom_left_dr-1_dc0_flipud,0,266,
79,3x3,8,bbox_bottom_left_dr-1_dc0_id,0,266,
79,3x3,9,bbox_bottom_left_dr-1_dc0_rot180,0,266,
79,3x3,10,bbox_bottom_left_dr-1_dc0_rot270,0,266,
79,3x3,11,bbox_bottom_left_dr-1_dc0_rot90,0,266,
79,3x3,12,bbox_bottom_left_dr-1_dc1_fliplr,0,266,
79,3x3,13,bbox_bottom_left_dr-1_dc1_flipud,0,266,
79,3x3,14,bbox_bottom_left_dr-1_dc1_id,0,266,
79,3x3,15,bbox_bottom_left_dr-1_dc1_rot180,0,266,
79,3x3,16,bbox_bottom_left_dr-1_dc1_rot270,0,266,
79,3x3,17,bbox_bottom_left_dr-1_dc1_rot90,0,266,
79,3x3,18,bbox_bottom_left_dr0_dc-1_fliplr,0,266,
79,3x3,19,bbox_bottom_left_dr0_dc-1_flipud,0,266,
100,2x2,0,bbox_bottom_left_dr-1_dc-1_fliplr,0,266,
100,2x2,1,bbox_bottom_left_dr-1_dc-1_flipud,0,266,
100,2x2,2,bbox_bottom_left_dr-1_dc-1_id,0,266,
100,2x2,3,bbox_bottom_left_dr-1_dc-1_rot180,0,266,
100,2x2,4,bbox_bottom_left_dr-1_dc-1_rot270,0,266,
100,2x2,5,bbox_bottom_left_dr-1_dc-1_rot90,0,266,
100,2x2,6,bbox_bottom_left_dr-1_dc0_fliplr,0,266,
100,2x2,7,bbox_bottom_left_dr-1_dc0_flipud,0,266,
100,2x2,8,bbox_bottom_left_dr-1_dc0_id,0,266,
100,2x2,9,bbox_bottom_left_dr-1_dc0_rot180,0,266,
100,2x2,10,bbox_bottom_left_dr-1_dc0_rot270,0,266,
100,2x2,11,bbox_bottom_left_dr-1_dc0_rot90,0,266,
100,2x2,12,bbox_bottom_left_dr-1_dc1_fliplr,0,266,
100,2x2,13,bbox_bottom_left_dr-1_dc1_flipud,0,266,
100,2x2,14,bbox_bottom_left_dr-1_dc1_id,0,266,
100,2x2,15,bbox_bottom_left_dr-1_dc1_rot180,0,266,
100,2x2,16,bbox_bottom_left_dr-1_dc1_rot270,0,266,
100,2x2,17,bbox_bottom_left_dr-1_dc1_rot90,0,266,
100,2x2,18,bbox_bottom_left_dr0_dc-1_fliplr,0,266,
100,2x2,19,bbox_bottom_left_dr0_dc-1_flipud,0,266,
103,1x1,0,bbox_bottom_left_dr-1_dc-1_fliplr,0,223,
103,1x1,1,bbox_bottom_left_dr-1_dc-1_flipud,0,223,
103,1x1,2,bbox_bottom_left_dr-1_dc-1_id,0,223,
103,1x1,3,bbox_bottom_left_dr-1_dc-1_rot180,0,223,
103,1x1,4,bbox_bottom_left_dr-1_dc-1_rot270,0,223,
103,1x1,5,bbox_bottom_left_dr-1_dc-1_rot90,0,223,
103,1x1,6,bbox_bottom_left_dr-1_dc0_fliplr,0,223,
103,1x1,7,bbox_bottom_left_dr-1_dc0_flipud,0,223,
103,1x1,8,bbox_bottom_left_dr-1_dc0_id,0,223,
103,1x1,9,bbox_bottom_left_dr-1_dc0_rot180,0,223,
103,1x1,10,bbox_bottom_left_dr-1_dc0_rot270,0,223,
103,1x1,11,bbox_bottom_left_dr-1_dc0_rot90,0,223,
103,1x1,12,bbox_bottom_left_dr-1_dc1_fliplr,0,223,
103,1x1,13,bbox_bottom_left_dr-1_dc1_flipud,0,223,
103,1x1,14,bbox_bottom_left_dr-1_dc1_id,0,223,
103,1x1,15,bbox_bottom_left_dr-1_dc1_rot180,0,223,
103,1x1,16,bbox_bottom_left_dr-1_dc1_rot270,0,223,
103,1x1,17,bbox_bottom_left_dr-1_dc1_rot90,0,223,
103,1x1,18,bbox_bottom_left_dr0_dc-1_fliplr,0,223,
103,1x1,19,bbox_bottom_left_dr0_dc-1_flipud,0,223,
111,3x3,0,bbox_bottom_left_dr-1_dc-1_fliplr,0,265,
111,3x3,1,bbox_bottom_left_dr-1_dc-1_flipud,0,265,
111,3x3,2,bbox_bottom_left_dr-1_dc-1_id,0,265,
111,3x3,3,bbox_bottom_left_dr-1_dc-1_rot180,0,265,
111,3x3,4,bbox_bottom_left_dr-1_dc-1_rot270,0,265,
111,3x3,5,bbox_bottom_left_dr-1_dc-1_rot90,0,265,
111,3x3,6,bbox_bottom_left_dr-1_dc0_fliplr,0,265,
111,3x3,7,bbox_bottom_left_dr-1_dc0_flipud,0,265,
111,3x3,8,bbox_bottom_left_dr-1_dc0_id,0,265,
111,3x3,9,bbox_bottom_left_dr-1_dc0_rot180,0,265,
111,3x3,10,bbox_bottom_left_dr-1_dc0_rot270,0,265,
111,3x3,11,bbox_bottom_left_dr-1_dc0_rot90,0,265,
111,3x3,12,bbox_bottom_left_dr-1_dc1_fliplr,0,265,
111,3x3,13,bbox_bottom_left_dr-1_dc1_flipud,0,265,
111,3x3,14,bbox_bottom_left_dr-1_dc1_id,0,265,
111,3x3,15,bbox_bottom_left_dr-1_dc1_rot180,0,265,
111,3x3,16,bbox_bottom_left_dr-1_dc1_rot270,0,265,
111,3x3,17,bbox_bottom_left_dr-1_dc1_rot90,0,265,
111,3x3,18,bbox_bottom_left_dr0_dc-1_fliplr,0,265,
111,3x3,19,bbox_bottom_left_dr0_dc-1_flipud,0,265,
121,3x3,0,bbox_bottom_left_dr-1_dc-1_fliplr,0,266,
121,3x3,1,bbox_bottom_left_dr-1_dc-1_flipud,0,266,
121,3x3,2,bbox_bottom_left_dr-1_dc-1_id,0,266,
121,3x3,3,bbox_bottom_left_dr-1_dc-1_rot180,0,266,
121,3x3,4,bbox_bottom_left_dr-1_dc-1_rot270,0,266,
121,3x3,5,bbox_bottom_left_dr-1_dc-1_rot90,0,266,
121,3x3,6,bbox_bottom_left_dr-1_dc0_fliplr,0,266,
121,3x3,7,bbox_bottom_left_dr-1_dc0_flipud,0,266,
121,3x3,8,bbox_bottom_left_dr-1_dc0_id,0,266,
121,3x3,9,bbox_bottom_left_dr-1_dc0_rot180,0,266,
121,3x3,10,bbox_bottom_left_dr-1_dc0_rot270,0,266,
121,3x3,11,bbox_bottom_left_dr-1_dc0_rot90,0,266,
121,3x3,12,bbox_bottom_left_dr-1_dc1_fliplr,0,266,
121,3x3,13,bbox_bottom_left_dr-1_dc1_flipud,0,266,
121,3x3,14,bbox_bottom_left_dr-1_dc1_id,0,266,
121,3x3,15,bbox_bottom_left_dr-1_dc1_rot180,0,266,
121,3x3,16,bbox_bottom_left_dr-1_dc1_rot270,0,266,
121,3x3,17,bbox_bottom_left_dr-1_dc1_rot90,0,266,
121,3x3,18,bbox_bottom_left_dr0_dc-1_fliplr,0,266,
121,3x3,19,bbox_bottom_left_dr0_dc-1_flipud,0,266,
130,3x3,0,bbox_bottom_left_dr-1_dc-1_fliplr,0,265,
130,3x3,1,bbox_bottom_left_dr-1_dc-1_flipud,0,265,
130,3x3,2,bbox_bottom_left_dr-1_dc-1_id,0,265,
130,3x3,3,bbox_bottom_left_dr-1_dc-1_rot180,0,265,
130,3x3,4,bbox_bottom_left_dr-1_dc-1_rot270,0,265,
130,3x3,5,bbox_bottom_left_dr-1_dc-1_rot90,0,265,
130,3x3,6,bbox_bottom_left_dr-1_dc0_fliplr,0,265,
130,3x3,7,bbox_bottom_left_dr-1_dc0_flipud,0,265,
130,3x3,8,bbox_bottom_left_dr-1_dc0_id,0,265,
130,3x3,9,bbox_bottom_left_dr-1_dc0_rot180,0,265,
130,3x3,10,bbox_bottom_left_dr-1_dc0_rot270,0,265,
130,3x3,11,bbox_bottom_left_dr-1_dc0_rot90,0,265,
130,3x3,12,bbox_bottom_left_dr-1_dc1_fliplr,0,265,
130,3x3,13,bbox_bottom_left_dr-1_dc1_flipud,0,265,
130,3x3,14,bbox_bottom_left_dr-1_dc1_id,0,265,
130,3x3,15,bbox_bottom_left_dr-1_dc1_rot180,0,265,
130,3x3,16,bbox_bottom_left_dr-1_dc1_rot270,0,265,
130,3x3,17,bbox_bottom_left_dr-1_dc1_rot90,0,265,
130,3x3,18,bbox_bottom_left_dr0_dc-1_fliplr,0,265,
130,3x3,19,bbox_bottom_left_dr0_dc-1_flipud,0,265,
134,3x3,0,bbox_bottom_left_dr-1_dc-1_fliplr,0,266,
134,3x3,1,bbox_bottom_left_dr-1_dc-1_flipud,0,266,
134,3x3,2,bbox_bottom_left_dr-1_dc-1_id,0,266,
134,3x3,3,bbox_bottom_left_dr-1_dc-1_rot180,0,266,
134,3x3,4,bbox_bottom_left_dr-1_dc-1_rot270,0,266,
134,3x3,5,bbox_bottom_left_dr-1_dc-1_rot90,0,266,
134,3x3,6,bbox_bottom_left_dr-1_dc0_fliplr,0,266,
134,3x3,7,bbox_bottom_left_dr-1_dc0_flipud,0,266,
134,3x3,8,bbox_bottom_left_dr-1_dc0_id,0,266,
134,3x3,9,bbox_bottom_left_dr-1_dc0_rot180,0,266,
134,3x3,10,bbox_bottom_left_dr-1_dc0_rot270,0,266,
134,3x3,11,bbox_bottom_left_dr-1_dc0_rot90,0,266,
134,3x3,12,bbox_bottom_left_dr-1_dc1_fliplr,0,266,
134,3x3,13,bbox_bottom_left_dr-1_dc1_flipud,0,266,
134,3x3,14,bbox_bottom_left_dr-1_dc1_id,0,266,
134,3x3,15,bbox_bottom_left_dr-1_dc1_rot180,0,266,
134,3x3,16,bbox_bottom_left_dr-1_dc1_rot270,0,266,
134,3x3,17,bbox_bottom_left_dr-1_dc1_rot90,0,266,
134,3x3,18,bbox_bottom_left_dr0_dc-1_fliplr,0,266,
134,3x3,19,bbox_bottom_left_dr0_dc-1_flipud,0,266,
135,3x3,0,top_right_dr0_dc0_id,266,0,"0,1,2,3,4,5,6,7,8,9"
135,3x3,1,bbox_bottom_left_dr-1_dc-1_fliplr,0,266,
135,3x3,2,bbox_bottom_left_dr-1_dc-1_flipud,0,266,
135,3x3,3,bbox_bottom_left_dr-1_dc-1_id,0,266,
135,3x3,4,bbox_bottom_left_dr-1_dc-1_rot180,0,266,
135,3x3,5,bbox_bottom_left_dr-1_dc-1_rot270,0,266,
135,3x3,6,bbox_bottom_left_dr-1_dc-1_rot90,0,266,
135,3x3,7,bbox_bottom_left_dr-1_dc0_fliplr,0,266,
135,3x3,8,bbox_bottom_left_dr-1_dc0_flipud,0,266,
135,3x3,9,bbox_bottom_left_dr-1_dc0_id,0,266,
135,3x3,10,bbox_bottom_left_dr-1_dc0_rot180,0,266,
135,3x3,11,bbox_bottom_left_dr-1_dc0_rot270,0,266,
135,3x3,12,bbox_bottom_left_dr-1_dc0_rot90,0,266,
135,3x3,13,bbox_bottom_left_dr-1_dc1_fliplr,0,266,
135,3x3,14,bbox_bottom_left_dr-1_dc1_flipud,0,266,
135,3x3,15,bbox_bottom_left_dr-1_dc1_id,0,266,
135,3x3,16,bbox_bottom_left_dr-1_dc1_rot180,0,266,
135,3x3,17,bbox_bottom_left_dr-1_dc1_rot270,0,266,
135,3x3,18,bbox_bottom_left_dr-1_dc1_rot90,0,266,
135,3x3,19,bbox_bottom_left_dr0_dc-1_fliplr,0,266,
146,3x3,0,bbox_bottom_left_dr-1_dc-1_fliplr,0,267,
146,3x3,1,bbox_bottom_left_dr-1_dc-1_flipud,0,267,
146,3x3,2,bbox_bottom_left_dr-1_dc-1_id,0,267,
146,3x3,3,bbox_bottom_left_dr-1_dc-1_rot180,0,267,
146,3x3,4,bbox_bottom_left_dr-1_dc-1_rot270,0,267,
146,3x3,5,bbox_bottom_left_dr-1_dc-1_rot90,0,267,
146,3x3,6,bbox_bottom_left_dr-1_dc0_fliplr,0,267,
146,3x3,7,bbox_bottom_left_dr-1_dc0_flipud,0,267,
146,3x3,8,bbox_bottom_left_dr-1_dc0_id,0,267,
146,3x3,9,bbox_bottom_left_dr-1_dc0_rot180,0,267,
146,3x3,10,bbox_bottom_left_dr-1_dc0_rot270,0,267,
146,3x3,11,bbox_bottom_left_dr-1_dc0_rot90,0,267,
146,3x3,12,bbox_bottom_left_dr-1_dc1_fliplr,0,267,
146,3x3,13,bbox_bottom_left_dr-1_dc1_flipud,0,267,
146,3x3,14,bbox_bottom_left_dr-1_dc1_id,0,267,
146,3x3,15,bbox_bottom_left_dr-1_dc1_rot180,0,267,
146,3x3,16,bbox_bottom_left_dr-1_dc1_rot270,0,267,
146,3x3,17,bbox_bottom_left_dr-1_dc1_rot90,0,267,
146,3x3,18,bbox_bottom_left_dr0_dc-1_fliplr,0,267,
146,3x3,19,bbox_bottom_left_dr0_dc-1_flipud,0,267,
149,3x3,0,bbox_bottom_left_dr-1_dc-1_fliplr,0,267,
149,3x3,1,bbox_bottom_left_dr-1_dc-1_flipud,0,267,
149,3x3,2,bbox_bottom_left_dr-1_dc-1_id,0,267,
149,3x3,3,bbox_bottom_left_dr-1_dc-1_rot180,0,267,
149,3x3,4,bbox_bottom_left_dr-1_dc-1_rot270,0,267,
149,3x3,5,bbox_bottom_left_dr-1_dc-1_rot90,0,267,
149,3x3,6,bbox_bottom_left_dr-1_dc0_fliplr,0,267,
149,3x3,7,bbox_bottom_left_dr-1_dc0_flipud,0,267,
149,3x3,8,bbox_bottom_left_dr-1_dc0_id,0,267,
149,3x3,9,bbox_bottom_left_dr-1_dc0_rot180,0,267,
149,3x3,10,bbox_bottom_left_dr-1_dc0_rot270,0,267,
149,3x3,11,bbox_bottom_left_dr-1_dc0_rot90,0,267,
149,3x3,12,bbox_bottom_left_dr-1_dc1_fliplr,0,267,
149,3x3,13,bbox_bottom_left_dr-1_dc1_flipud,0,267,
149,3x3,14,bbox_bottom_left_dr-1_dc1_id,0,267,
149,3x3,15,bbox_bottom_left_dr-1_dc1_rot180,0,267,
149,3x3,16,bbox_bottom_left_dr-1_dc1_rot270,0,267,
149,3x3,17,bbox_bottom_left_dr-1_dc1_rot90,0,267,
149,3x3,18,bbox_bottom_left_dr0_dc-1_fliplr,0,267,
149,3x3,19,bbox_bottom_left_dr0_dc-1_flipud,0,267,
153,3x3,0,bbox_bottom_left_dr-1_dc-1_fliplr,0,265,
153,3x3,1,bbox_bottom_left_dr-1_dc-1_flipud,0,265,
153,3x3,2,bbox_bottom_left_dr-1_dc-1_id,0,265,
153,3x3,3,bbox_bottom_left_dr-1_dc-1_rot180,0,265,
153,3x3,4,bbox_bottom_left_dr-1_dc-1_rot270,0,265,
153,3x3,5,bbox_bottom_left_dr-1_dc-1_rot90,0,265,
153,3x3,6,bbox_bottom_left_dr-1_dc0_fliplr,0,265,
153,3x3,7,bbox_bottom_left_dr-1_dc0_flipud,0,265,
153,3x3,8,bbox_bottom_left_dr-1_dc0_id,0,265,
153,3x3,9,bbox_bottom_left_dr-1_dc0_rot180,0,265,
153,3x3,10,bbox_bottom_left_dr-1_dc0_rot270,0,265,
153,3x3,11,bbox_bottom_left_dr-1_dc0_rot90,0,265,
153,3x3,12,bbox_bottom_left_dr-1_dc1_fliplr,0,265,
153,3x3,13,bbox_bottom_left_dr-1_dc1_flipud,0,265,
153,3x3,14,bbox_bottom_left_dr-1_dc1_id,0,265,
153,3x3,15,bbox_bottom_left_dr-1_dc1_rot180,0,265,
153,3x3,16,bbox_bottom_left_dr-1_dc1_rot270,0,265,
153,3x3,17,bbox_bottom_left_dr-1_dc1_rot90,0,265,
153,3x3,18,bbox_bottom_left_dr0_dc-1_fliplr,0,265,
153,3x3,19,bbox_bottom_left_dr0_dc-1_flipud,0,265,
185,3x3,0,bbox_bottom_left_dr-1_dc-1_fliplr,0,267,
185,3x3,1,bbox_bottom_left_dr-1_dc-1_flipud,0,267,
185,3x3,2,bbox_bottom_left_dr-1_dc-1_id,0,267,
185,3x3,3,bbox_bottom_left_dr-1_dc-1_rot180,0,267,
185,3x3,4,bbox_bottom_left_dr-1_dc-1_rot270,0,267,
185,3x3,5,bbox_bottom_left_dr-1_dc-1_rot90,0,267,
185,3x3,6,bbox_bottom_left_dr-1_dc0_fliplr,0,267,
185,3x3,7,bbox_bottom_left_dr-1_dc0_flipud,0,267,
185,3x3,8,bbox_bottom_left_dr-1_dc0_id,0,267,
185,3x3,9,bbox_bottom_left_dr-1_dc0_rot180,0,267,
185,3x3,10,bbox_bottom_left_dr-1_dc0_rot270,0,267,
185,3x3,11,bbox_bottom_left_dr-1_dc0_rot90,0,267,
185,3x3,12,bbox_bottom_left_dr-1_dc1_fliplr,0,267,
185,3x3,13,bbox_bottom_left_dr-1_dc1_flipud,0,267,
185,3x3,14,bbox_bottom_left_dr-1_dc1_id,0,267,
185,3x3,15,bbox_bottom_left_dr-1_dc1_rot180,0,267,
185,3x3,16,bbox_bottom_left_dr-1_dc1_rot270,0,267,
185,3x3,17,bbox_bottom_left_dr-1_dc1_rot90,0,267,
185,3x3,18,bbox_bottom_left_dr0_dc-1_fliplr,0,267,
185,3x3,19,bbox_bottom_left_dr0_dc-1_flipud,0,267,
207,2x2,0,bbox_bottom_left_dr-1_dc-1_fliplr,0,265,
207,2x2,1,bbox_bottom_left_dr-1_dc-1_flipud,0,265,
207,2x2,2,bbox_bottom_left_dr-1_dc-1_id,0,265,
207,2x2,3,bbox_bottom_left_dr-1_dc-1_rot180,0,265,
207,2x2,4,bbox_bottom_left_dr-1_dc-1_rot270,0,265,
207,2x2,5,bbox_bottom_left_dr-1_dc-1_rot90,0,265,
207,2x2,6,bbox_bottom_left_dr-1_dc0_fliplr,0,265,
207,2x2,7,bbox_bottom_left_dr-1_dc0_flipud,0,265,
207,2x2,8,bbox_bottom_left_dr-1_dc0_id,0,265,
207,2x2,9,bbox_bottom_left_dr-1_dc0_rot180,0,265,
207,2x2,10,bbox_bottom_left_dr-1_dc0_rot270,0,265,
207,2x2,11,bbox_bottom_left_dr-1_dc0_rot90,0,265,
207,2x2,12,bbox_bottom_left_dr-1_dc1_fliplr,0,265,
207,2x2,13,bbox_bottom_left_dr-1_dc1_flipud,0,265,
207,2x2,14,bbox_bottom_left_dr-1_dc1_id,0,265,
207,2x2,15,bbox_bottom_left_dr-1_dc1_rot180,0,265,
207,2x2,16,bbox_bottom_left_dr-1_dc1_rot270,0,265,
207,2x2,17,bbox_bottom_left_dr-1_dc1_rot90,0,265,
207,2x2,18,bbox_bottom_left_dr0_dc-1_fliplr,0,265,
207,2x2,19,bbox_bottom_left_dr0_dc-1_flipud,0,265,
235,3x3,0,bbox_bottom_left_dr-1_dc-1_fliplr,0,69,
235,3x3,1,bbox_bottom_left_dr-1_dc-1_flipud,0,69,
